article_id,essay,emotion
169,"This article I just read was so, unbelievably sad and tragic.  This incident is so horrible.  Such a gruesome death.  I can't imagine being that two year old and falling for so long.  Ugh, it makes me so upset.  I feel so bad for the parents, they must feel so guilty.  It would be so hard to overcome everything.",sadness
113,I recently discovered a few articles that I believed to be quite interesting. The first article talks about how people argue that smoking should be banned in public places so that children would not imitate them. I personally don't have an opinion on this matter; I don't have children and I'm not a smoke either. The second article disturbed me a great deal. It talks about the work of a food inspector and it surprised me how dirty some stores can be. It really makes me wonder if I should continue going to that place near my house that does not have a perfect score.,surprise
251,I really don't fully understand what's happening in this article. I get that the players need sleep and that's about it. Do you know much about what they're trying to say here? I have such little knowledge of sports that I struggle understanding the lingo associated with the sport. I can understand sleep though!,neutral
7,There was more bombing over in Syria in the news over the weekend.  There were over 300 casualties including small children.  A father and son were found dead in the rubble as well as two boys whose mother survived in an adjoining room. It seems like the violence in the Middle East is never ending.,neutral
341,"I don't like the fact that environmental concerns are still a large part of our world in which we live but I believe the higher power controls this and that will keep us from ever completely overcoming these issues. It makes me upset to know Native American tribes are being affected by drought to the point of possibly ceasing to exist. I have Native American heritage and feel that this population should be cared for by our government before segments of third world countries. I don't like the fact that air pollution is a problem or a salty lake is drying up in Iran but I understand our environment is controlled by God. We, as a nation, choose our battles sometimes based on the wrong things. Taking care of the Native American tribesman should be a HUGE priority!",fear
185,"I read an article about this man who contracted a flesh-eating bacteria and almost died from it, unfortunately it didn't tell me where or how he contracted the flesh eating bacteria. I'm not sure I would know in time that I had a flesh eating bacteria, scary right!?! Have you ever known anyone or heard of anyone Contracting a flesh eating bacteria?",surprise
393,"I've never heard of this person or this talk show, have you? Mostly I find this stuff kind of boring, and although it's sad for people to lose their jobs, this happens all the time, and to people who have probably earned a lot less than these people, and who have a lot less prospects of being reemployed. Shows are cancelled all the time, so I get kind of annoyed with this kind of news.",anger
212,Mexico is disturbed by our current President Donald J Trump. Their currency Pesos dropped a lot when he was elected. Trump wants to build a wall between the two countries borders as well. The Mexican government seems very apprehensive about our new glorious President. Their economy might drop due to the building of the wall and lowering of all the immigrants trying to get into the U.S. by crossing into our borders.,neutral
206,That Kirk guy seems like a real loser. How can you lie about your military history and still get to serve as a politician. Than to attack somebody that you don't even know the facts about that person especially when they have made sacrifices for their country. So what if somebody was born somewhere else. If they have put their time and heart into a place that place is their home.,disgust
13,I just read an article on how many civilians are killed by airstrikes by NATO forces. This is a major issue because the mainstream media never report these stories. The media only paints NATO as the good guys and never in a bad light. They can commit acts that can be deemed a war crime but as long as they are the authority they do not need to be accounted for.,neutral
375,"People love to go and see animals and experience them in the wild, especially in their natural habitats. You have to stop and think how this can be affecting these said animals. Public access to wild animals in their natural environment can drop birth rates and even cause death to the animals. They can become endangered and some people even go as far as to hunt them.",neutral
343,"I just don't believe this article.  It definitely seemed to lean towards a very liberal bias.  I just have a tough time believing the numbers on this one.  I would like to see where they got their figures.  Unfortunately, I feel that everyone is just against Trump.  It doesn't matter what he does!!!",sadness
106,"It does seem a little disrespectful when someone starts to deface any public property.  It is a disgrace and a lack of moral character when something like this happens.  No one in their right mind would think of doing this could it could land you in jail for starters.  Secondly, you could get sued and in today's litigious society you could go broke rather quick, even with a good lawyer.    I guess that's why we have laws.  Not only to protect the public, whether it be people or ""spaces"" because everyone is supposed to be allowed to enjoy the public domain.",anger
49,Hey have you heard about the polar bears? This global warming thing is going to take over there home land so fast. They will not be able to out swim the things that will b more of a chance at getting them because of whats happening right now. We have to help save the polar bears. Its been pretty terrible how the goverment and companoes just dont care to help save these animals.,fear
110,"Did you hear about the shipwreck in Egypt? Unfortunately it looks like fifty five people have died. It's such a sad story. I feel so bad for the families and that has to be a odd feeling for the 150 or so that survived. So many people swam to save their lives. I would never be able to do that! There were also children on the boat, so that is incredibly sad. I hate that people died and had no chance of survival.",sadness
238,"Hey! So I just read this article about the internet in schools. I guess that several years ago, the government came up with this program to get internet and technology in to schools and make it possible for as many or all students to have access to computers and the internet. However, according to this article, this program is not working the way that it was set up to work and students are not actually benefiting from this program that costs A LOT of money! I was upset to read this, as I feel that the internet can be such a valuable tool in education, but then I really wasn't surprised at all to learn that the government isn't doing what it has been set up to do or what it is promising us citizens it will do. Doesn't the government just infuriate you and make you think you could do better?",sadness
337,"I've given up my faith in humanity.  There are just certain events that transpire that make you shudder to the core.  After reading multiple articles today about just how shitty people can be to one another, it makes me beyond happy to know the individuals that are in my own personal life.   Human greed knows no bounds.  Human ego needs to be set aside and/or destroyed.",anger
279,How can people take something like relationships for granted? It's infuriating that in a world where I have to fight for the right to marry the person I love and adore and want to pamper and cherish and share a life with that there are assholes out there like this with anger issues who will get in their alleged partner's face and shout. The hate is just mind blowing.,anger
95,"Hey, did you read this article? I feel really bad for all who are dealing with these extreme weather crisis. Fires, floods, extreme heat is all getting out of hand and I am praying for everyone who has bee and will be harmed. I pray for a solution. There has to be something that can be done about this, right?",sadness
216,"These people argue about who's fault it is, but in the end, we're just moving down a highway together, that we build together, and all these dangerous curves are our own fault. The truth to me is, all the Republican party did to win was take advantage of disenfranchised people who are tired of things that happened ten years ago and beyond, so they looked to the only people who would listen to them, even if they were wrong.",sadness
152,It's a shame that air pollution has potentially been linked to increased mental damage with young children.  We often don't take into account all the damage that the fossil fuel companies have done to our society.  We only praise them for creating the fuels we use but never tax them appropriately for all the damage that they cause us.,anger
341,"I am writing to you in response to an article I just read about Nevada and the water supply. It is of a truth, as the article points out that the news media primarily only follows what happens in California, and not Nevada. Which is the driest State, and in need of attention and assistance. I'm impressed with Verna Brady, 86-year-old resident there. Who cites she would rather move forward, than behind, that she, although an elder with many childhood memories, would rather adapt to what's required for today, than harbor on what use to be. That's a large statement, because when it comes to tribes in America, a lot do not to be displaced, or relocation, creating emotional and psychological problems are the results. However the present state is also causing more abuse factors in the family.",joy
33,"How disgusting is Wells Fargo? It's unbelievable the way they treated their tellers, and all those fake accounts? Can you even? I don't understand how this bank doesn't get shut down. You really should think about getting an account with a different bank, you know. What if your SS got used to make some of those accounts?",anger
82,"I'm glad I don't wear contacts, because I'm so lazy with them that I would likely become infected and that would be horrible for my already terrible eyes. I read an article that said that people who leave their contacts in while they sleep are more likely to get an eye infection that can cause blindness. Makes me wish I could fix my vision to perfection again. I hate that I have terrible eyesight and have to rely on primitive glasses or risky contacts. It's not  fair and I am very upset about it. Does anyone want to donate their eyes to me? I promise I will take good care of them. If only I could grow new eyes or get badass bionic cyborg eyes that can shoot lasers, then i could defeat the bacteria and be a hero to the human race. Well that's all silly pipedreams. I just have to deal withit",sadness
30,The fact that so many people still die of smoking deaths is unbelievable. With so much knowledge these days we should be able to educate people about the danger associated with smoking and change this pattern! And the fact that the WHO recommends taxation at 75 percent of retail cost and NO states do this is crazy!,surprise
145,"I totally get this in a lot of ways. I used to roll my eyes at people who were frothing at the mouth over Obama being elected, and how they seemed to make grand statements of the world ending RIGHT NOW because a black man was in the white house. Now...I don't know. I see my friends and family freaking out and I want to tell them to just chill out. Obama didn't destroy America--the right wingers were wrong about that. Neither will Trump. Life will keep going. It brings a lot of stress listening to people freaking out all the time. And yet, I get it. I get why they are worried and freaking out. I don't like it either, but I don't get the point of stressing out so much. But then again, I've completely dissociated from all this. I don't really read the news anymore.",neutral
105,It is appalling that there are places that would actively want to get immunized and cant due to lack of resources. While at the same time in America there are parents who actively keep their children from getting them.  Their should be social consequences in place the parents who intentionally endanger their children like this.  I would think a hefty tax that goes to implementing vaccines in impoverished areas would be a great idea.,joy
100,"I canot believe that there are citizens in this county, particularly in Minnesota, who are vulnerable enough to be manipulated by ISIS to kill individuals in their country.  The Somali group in Minnesota has a history (several known cases) of people attempting to commit murder for the terrorist group.  Tragically, an Somali man has just gone on a murder spree.  He has not been linked to ISIS and his motivations are unclear, but I am disturbed.",fear
35,"Hi N. Just wanting to talk to somebody and you as always you are the right person to reach to. I just read an article on the Matthew and the destruction it left in Haiti. I was overwhelmed and I almost cannot believe how many people were affected and not just that but they were suffering from all kinds of unimaginable things. Hunger was the first to list, there was a lot a starvation, people were poring from all over when aid was coming to bring them food aid with trucks. Disease was everywhere, doctors coming from all over the world had to face with cholera and disease. Infrastructure was damaged, homes destroyed. It is really hard to express in words all the suffering the people had to deal with. I feel like there should be something we should do to help.",sadness
386,Remember that story that I told you about my neighbor Paul from my old neighborhood and how he had served in IRAQ and had come home and had PTSD?  I found this article that explains it pretty good and think you might be interested in reading it to deal with the new coworker that you have that has similar issues.,neutral
202,"Why do people do this. I would really hope that people did not take their own life, but if you are going to take your own life, why take other people's lives with yours? Why would you kill your own children, I do not know what kind of pain this man was going through, but I do not believe he should have taken that pain out on his children. I wonder how we can prevent this from happening. Are there early warning signs that we can spot? Did he ask for help in his life? I just really feel sorry for the children, they never got to live nowhere near a full life.",anger
117,"Check out this article about the zika virus. I did not know that there was so much going on with it, or that it spread so much. I also did not know that it can spread through the ways they described in the article, like sex. Definitely information we need to know Make sure to read up on this and be careful!",fear
143,"So I just read an article about climate change, and it is awful. It seems very few people are trying to stop it and it is maddening. We need to take more control over the things that are being put into the air that could be causing such an atrocious thing. We need to start reusing things and switching to organically grown things, if possible. The oceans and lakes are suffering and eventually, we will, too.",disgust
183,"I found a story about Kate Beckinsale and her husband, Len Wiseman, they have pulled the plug on their marriage ... TMZ has learned. Wiseman cited irreconcilable differences. His docs state both he and Kate have waived any right to spousal support, and that suggests there's a prenup. They were married in 2004 and have no kids together. TMZ broke the story ... the couple's marriage was on the rocks last November. Len was spotted out with model CJ Franco, and Kate we seen shortly after -- sans wedding ring -- on the red carpet.",neutral
293,"The general rule of thumb is that to be healthy individuals need to get a minimum of eight hours of sleep a night. Some people get more, and some people get along well with less, but everyone needs to get enough sleep or else they cannot function effectively in their everyday activities. In their work, Your Guide to a Healthy Sleep, National Institutes of Health pointed out that sleep is very important to human existence, so important that one-third of a person’s life is spent doing it (1). In Sleep, Sleep Disorders, and Biological Rhythms, Amlaner said, “Sleep is a required activity, not an option” (19). During sleep the human body has an opportunity to recuperate from the activities of the day. The recuperation goes beyond tha",neutral
130,I feel like a lot of artists do this or try to do this. Take credit for music or lyrics that others have helped with. This probably happeneds more then we know about. They just made an entire Disney movie on it. Coco. It basically was about 2 singers and the one killed the other so no one would know he made and wrote all the lyrics and music that the one guy stole. I mean any way you look at it it's not right. The guy does serve and pay out and then some for what he has done to his friend.,neutral
209,The Native American have been through so much already to try to keep just a small part of the land that they called their own and slow but surely they continue to lose a battle against the USA government.It seems as though it is just a very period of time before the only place to find native Americans with be in the lying pages of our school books.,sadness
82,"Hey I thought you'd be interested in this article I just read about the complications associated with contact lenses. I know you were considering allowing Mary to get contacts instead of her glasses this year. It seems that complications can range from microbial infections to complete blindness! Interestly, the CDC notes that there are less incidents with the disposable lenses. Have you considered them at all?",fear
114,"Colonialism is a ugly part of American history, but it's one that we shouldn't forget. We can't undo the damage that we've done, but we can teach future generations our mistakes, and hope that they do not repeat them. A formal apology is the very least the Canadian government can do, and it is admirable.",disgust
293,"The article about sleep disorders really hits home, because I know more than one person who would be diagnosed with a sleep disorder. All of these people just happen to be overnight workers, too. The fact that the lack of sleep and quality sleep can lead to a higher risk of stroke is very alarming. So many people need to seek help for sleep disorders, because where the disorder itself may not cause major health issues, it can lead to major health issues.",fear
223,Oh my god. Did you hear about this story of this family of two girls that got killed on Halloweed? Apparently they were hit in a trailer and that cause them to die. Could you imagine just wanting to go out and have fun while trick and treating but then you get the sad news that you daughters are dead? This is heartbreaking for that family.,sadness
71,"Hi friend,   I saw this article the other day, and I'm really upset by the behavior of the poachers. They had absolutely no reason to attack this guy. I would like to see the villagers fairly punished for their terrible behavior. Can you give me a hand and pass this along to everybody on your friends list? I know it isn't much, but I think that if we work really hard together, we might be able to get enough support to make sure that the poachers are punished. At any rate, we should at least try to raise the money to help this injured guy.",sadness
140,"I'm sorry to hear what happened to the people in the pulse shooting. It is not justified to use violence against anyone who has not initiated violence towards you.  That being said I understand why the authorities would want to ban people who practice risky lifestyles from donating blood.  The last thing we want is to have a blood supply that's contaminated with diseases because of the practices of people who engage in risky lifestyle choices and also sinful ones as well.  No violence should never be the answer to people no matter what their lifestyle, But one should never condone something that is bad for society in the long run.",sadness
223,"I think it is important to ensure safe drivers on our roads, for our family’s sake. I believe that the rate of accidents on American roads is far higher than acceptable. I believe there should be more restrictive driving requirements and testing, as well as harsher punishments for drivers who do not respect the riles of the road.",anger
406,I know that the affordable care act will effect alot of people out there who are already struggling but this is an issue that just sounds wrong to me. First because so many women that I know who have gotten and IUD had complications and second because the issue of women being able to choose to have an abortion is a bitter conversation to me.,anger
53,"I think this article is really inspirational. I didn't realize how much food we waste and how inefficient we are in this respect. I would like to change the way the world behave but this would be a big undertaking and I think it may be too big. There are small and big things that we can do with our daily meals and meal planning that can help with this problem of food waste but I think it will take more time and money to implement it. And im not sure what percentage it will get us towards 0% waste. If it gets us less than 1% more efficiency in how we use food, than it may not be worth the effort, and we may need to look at other ideas. Combating food waste could also lead to an increase it food poisoning since questionable foods in our refrigerator are thrown away as a precaution.",surprise
385,"Another doom and gloom article about Trump. Not surprising, ethics and truth passed out of journalism long ago. Trump is not against renewable power, he just wants a free market and he is right. The free market is the only way you will get renewables to the efficiency that they need to go global and push carbon out. If you coddle them they will get fat and lazy and never move forward. The Paris treaty was a push toward globalism and a boon for the liberals who dream of an elite class ruling the world.",disgust
328,"I just read an article about the presidential campaign trail that focused on how sexist one of the candidates is. It's important that these issues are brought up, especially when it's on a national stage like this. I'm glad to hear people are publicly voicing their concerns and even revealing the troubling incidents they went through involving sexism. I hope after this political race is over, we can all reflect and learn to treat each other better.",neutral
82,"I had no earthly idea wearing contact lenses required this amount of discipline in order to avoid potential problems. I would much prefer to stick with glasses. What particularly concerns me is the potential for scarring on the cornea and any possible loss of visual acuity. Frankly, I don't like the idea of sticking something in my eye to begin with, and this has turned me off from contact lenses forever.",fear
114,"How can Canada think that was the right course of action? Of course we are no better with how we treated the Native Americans. These poor kids are ripped from their homes and subjected to such horrors because of who they are. It is sickening. It is as if we have no respect for the past. Who cares if they didn't speak the language or assimilate into ""normal culture"". Is that any reason to destroy their lives? No apology could ever fix what was done. So many children died, just because they were born into the ""wrong"" culture. This mentality, unfortunately, isn't isolated or gone from planet. We are destroying the identity of people who for the most part probably just wanted to live and die without interfering with the ""new"" culture. Is it so wrong to be different?",anger
291,A moron Arkansas cop left her police dog in the patrol car in the middle of summer and the poor thing died. She's on administrative leave while the incident is being investigated. What's to investigate? The dog didn't lock itself in the car. She should at least be immediately fired for being too stupid to be a cop.,anger
18,"I just read a very upsetting article about a recent incident involving U.S. troops in Jordan and I wanted to share it with you. There were three U.S. military trainers killed in gunfire by security units at Jordan base, fatally shot by security forces Friday when their vehicle failed to stop at the gate of a military base. I have no idea why the driver did not stop at the gate, which is certainly protocol. They have had serious problems in Jordan recently due to hundreds of thousands of Syrian refugees crossing their border. Jordan is and has been a significant U.S. ally in the war against ISIS and I can only hope that this incident is isolated and not part of a bigger problem. God bless the families of the deceased soldiers!",sadness
89,"This is absolutely awful. I can't even imagine the amount of pain the victim had. The only suspected motive was after Comunale rejected the sexual advances of one of the men inside the apartment? Really? That's not a good reason at all to kill someone. How dare he. What a tragic story this is, and it makes me heart churn just trying to think of the robbed life that was taken.",sadness
377,"Hello, dear group. Let's trust in the laws of our country and in truly just judgments. Hopefully the murderer accused of five counts of murder will not be free and quiet in the streets of this country. I hope that justice can compensate a little to the relatives of the victim. After a 24-hour chase the police found the criminal and even though the victims have not been recognized, they will soon discover who they are.",fear
317,"So I just read that article about Alexandria Vera. I know you know who she is, and I know the lawyer in you just wants to get in that case. I mean, can you imagine the nerve of a teacher to exploit a minor in that way. She deserves more than 30 years, if you ask me. And the parents of the minor ought to have been charged with something. That is disgraceful. I mean, what is happening in America today? Some of the things I read about make me sick!",disgust
257,"We really don't think of air pollution all that much in most of the country, but it seems to be significant problem in certain larger areas. Apparently India is having a lot of issues with it, and it's making people sick. It's really sad when places put more emphasis on businesses than they do on the health of the people.",sadness
45,"Did you hear about the airstrikes in Yementi? I can't believe it. i would have been petrified!   Forty three people were killed, but could be up to sixty.. The bodies were just laying everywhere.and they were covering them with blankets.    This is just one count of those that died. Since the battle has been going on they say over 10,000 people have died from this conflict, many just innocent civilians.  I can't imagine being in that situation.",fear
245,"How sad, if you get a chance read this and maybe share, it could be the difference for this person to find her family! Sometimes I see these announcements and I usually read and share them, I hope they find who she is and most importanly I hope they find her family and get her some help. I think the more people see, read and share this info, the bigger the chance to find her identity and family, imagine if it was someone you knew.",sadness
344,"Yet another reason to have more strict immigration rules. These people know the dangers that they face when they do this, so it is hard to feel very sorry for them. I don't think giving them more information on these dangers will stop them, but patrolling the waters and turning these human traffickers back will. If it is made difficult for these human traffickers to exploit these people, it will happen less often.",sadness
60,"After reading that article on the Arctic Ice, I feel that maybe we should get together and do something. Maybe find an organization to donate time and money too. I don't know, but it is scary that the ice is not rebounding. I am not sure what will happen in the future, but if we can try to get people aware now of their carbon footprint, maybe, just maybe we can make a small impact on the ice melting. I know the Earth goes through cycles, but I am sure that humans have greatly impacted the amount of thawing way more than normal cycles. It is as if humans are a parasite. We are like a chronic inflammation to the Earth. It's getting scary out there and we have no other planet to go to in this vast universe. We can't mess up the one we have.",fear
104,"Man is there some issue with the quality of air in India.  I'm not sure if I would be willing to take a trip there.  There seems to be a heavy smog lingering over the town that has caused a number of respiratory illnesses as well as shut down some schools.  I have just read that air quality readings have been taken from some scientists.  They found the quality of the air to be like smoking 40 packs of cigarettes a day.  Yet, the local media is reporting something more like two dozen.  I'm not sure who to believe but either way it seems like quite a dangerous situation to me.",fear
165,"Tigers are truly majestic creatures, and it's a shame that their numbers are decreasing. India cannot fight this battle on its own. The poachers sell to international buyers, so the governments of other countries should step in and help the Indian people combat these poachers. There should be a negative stigma on using any products made with tiger parts so that people would feel ashamed to contribute to this sordid smuggling trade.",sadness
112,"Dear god friend,  Let me tell you, this is just disgusting. Poor animals. We continue to damage the environment and this tug boat company just says oh my apologies and thanks for cleaning up my mess. After they destroyed ecological habitats and caused damage to almost extinct species. The company should be fined millions of dollars and be in some serious deep water no pun intended. I know you agree man. I hate to see animals hurt and just the negligence is enough to make me want to go out there myself. WE need to take care of this planet for once effectively and I know you agree with me.",disgust
162,"So i just read this article on gold fish in the wild.  Wow. I learned a lot.  Apparently we have an overload of gold fish in our lakes and rivers, which is very bad for the fish and the earth.  It's bad for the earth because it messes with the sediments as they swim low on the bottom.  It is also bad for the fish because they aren't bread for the big waters.  their bodies grow as big as a football and they can weigh up to 4 pounds.  Some are not even healthy.  They say the best way to get rid of healthy fish is to bring it back to the pet store and to not flush sick or dead fish.  put them in an ice slush. this article was really sad and disturbing to read at the same time.",sadness
204,"It sounds like she wasn't cut out to be a cop. The way I see it, it was obvious that the guy was decompensating in some way, but he didn't display anything that indicated he was violent - that had to all be in her head. Yes, when the cops order you to do something, it's probably better to comply, especially if they have draw weapons including tasers. No one disputes that his hands were up, and the other officer assessed the situation to require a taser, not a gun, and apparently, this scenario goes against training, so the problem was in the officer, not the victim. People wonder why the police aren't trusted, and this is it. They're human too, and they make mistakes, but their mistakes kill people unjustly. I feel bad for the family of the victim and I hope they see justice done.",fear
7,I just read an article about the attacks in a syrian town. It sounds horrible what they are going through. It talks about women and children dying. I tried to immagine what it would be like to live in such horror. It mentions many post on social media of pictures and videos. I would be interested in seeing some of the pictures and videos of this violence. Reading stuff like this really makes you appreciate being in America.,sadness
160,"It is sad that they cannot stop poaching. All wildlife deserves an equal chance to live freely on this earth. They should not be hunted down as trophies. I feel pleased that the security forces are trying to protect wildlife. I am also happy that rhino poaching is a crime that will help to protect the noncancerous. It hurts to know they hunt the animals just for their horns. That is sheer cruelty, not because they cannot talk but they do have feelings and should be allowed to live wild and free.",sadness
340,I think this situation will more or less quickly be resolved. It is just a temporary issue and I really believe the gas prices will go back to normal. I don't think there should be too much to worry about. I remember this happened around the crisis here back in 2009 and everything was settled rather quickly.,neutral
3,"I just read this article about a really bad accident that happened at a water park. Apparently, the ride malfunctioned and threw some kids from the ride and the parents were stuck in the raft and they were stuck underwater and were hitting the machinery below. Everyone kept talking about how horrific it was and what a terrible tragedy it was. I feel really bad for these people and it really makes you wonder if you should go to a park ever again. You're suppose to have fun at these places but you never really ever think about actually getting hurt when you get on these rides. Those poor people, they just wanted to have a nice afternoon and it just ended so badly.",sadness
270,This is a dangerous occupation and I wish no one would do it. Some have to feed their families so I understand if it's the only job available. However- the government should make it safe for them. It is unavoidable and it seems it cannot be made safer. My condolences. I wouldn't want my family to work in one.,fear
92,"There was this little boy found dead down a well somewhere in China. He fell down there well helping his father harvest, I guess on a farm they own. What kind of weird is that they weren't able to get him out till four days later; not really sure why they couldn't get him out sooner...could have saved his life. Maybe they just didn't have enough resources...sad...very sad...",sadness
362,"I really feel bad for Turkey. I think they are trying to do everything they can to get rid of terrorism in the country. It seems that their efforts are for naught. They want to keep the people safe and yet more terrorist groups keep popping up. Then the lawmakers are involved and there is only so much you can do. Turkey is constantly at war. I'm wondering if this will end up with the US trying to do something over there or bringing that trouble here. It is upsetting really to hear about all this going on in the world when people just want peace. There is always terrorism and someone trying to bring down a country, but the country tries its hardest to fight back despite opposition.",sadness
346,"Just because someone happens to be a celebrity doesn't mean that their suffering is any less valid than the average person's. We should learn to recognize that as a society, we must come to understand the universal nature of suffering as applicable to all people. One's status in life should not leave them any more open to suffering than others.",sadness
246,It's a little bit troubling that these teachers would be forced to leave because of political tension. It's not right that they would lose their jobs and their homes. There should be another way to resolve this issue. It's good that people are protesting this and they should be. Teachers play such a huge role and it will not be good for the students to be in the middle of this.,anger
154,"Wow, I just read an article describing the problems Venezuela is having with its new leader.  About 80% of the people are dissatisfied with his leadership and want him out.  But there isn't a smooth process put into place for that.  Even the Vatican is trying to assist, but to no avail so far.  I can't help but think of all the problems the US has lately, but we do have a constitution and a system for change.  I am not sure how Venezuela will fix things peacefully, and how its citizens will fare through all this.  The article made comparisons with Cuba, and previous leadership, but I did not fine a clear solution.",surprise
83,There are many types of virus spreading through our population today. More recently the Zika virus has found new ways of spreading from person to person. It has also found new host an carriers. This new problem is very concerning especially for people young and old. It also seems like pregnant woman are very susceptible to this virus as well.,fear
356,Man its really upset that we cant have a peaceful protest. Why cant we just voice our opinion in a peaceful way. Why does it always have to start and end with violence. Why do that have to destroy businesses that had nothing to do with the protest. Totally sucks for people who are just trying to live their lives peacefully.,sadness
209,"It always upsets me when I read articles about land conflicts involving Native American tribes, especially when it involves oil pipelines. I fully support expanding domestic oil operations so as to better establish energy independence, but care should be taken to respect the needs of others when developing pipelines. It may be expensive to ensure environmental care is taken and, when necessary, to reroute the pipelines to avoid encroaching on sacred lands, but that doesn't mean it's not worth the expense.",sadness
171,"It is so unfortunate that people are being attacked because of their religion. A lot of Christians in Mosul were ordered to convert away from their beliefs or suffer heavy consequences. This is not a choice most people want to make, let alone be forced to flee their homes. Churches, homes, and streets were not safe. Many people have considered fleeing over returning. However, the human spirit is strong. We all face adversity. Some are brave enough to face the terror and harassment they experienced to rebuild their lives.",sadness
384,"It will never end, we will made to feel guilty about anything we enjoy.  Not to mention that the ""scientists"" have regularly been shown to be fudging the climate change numbers.  They don't want you to know that but want you to feel bad for having a cheeseburger.  I don't like the cutting down of rain forests and believe that needs to end, but I think there are other answers.  Getting rid of a great food supply is not one of them.  Eating meat keeps us healthy and strong and may be the reason our brains grew to the size they did.  Many politicians would want our brains to start getting smaller and more compliant.  Getting rid of meat is not the answer and if we didn't waste time we could think of better solutions.",anger
234,"How horrible! I don't care what crime anyone has committed, beating a person and then setting them on fire is detestable! I hope and pray that the authorities will be able to find out where this video originated from and bring the perpetrators to justice! It makes me sick that a human being could do that to another human!",anger
80,I can't believe that there has to be so much violence and bad in the world.  The part of this article that really got to me was that the Muslim women were being raped and that doctors and nurses who wanted to help the people there were being treated rudely.  It would be awful to have to live under these kinds of conditions.  It would be awful to have the prices of food go up because of blockades and other reasons.  It would be stressful and scary.,fear
27,"I can't imagine what it must have been like for the people who were caught up in this, how helpless they must have felt. Not having any recourse for so long, no one doing anything to right the wrongs, just feeling like it's ok for you to be abused and for it to go on for so long and happen to so many people. Maybe they feel some kind of closure now though.",sadness
253,"After reading this article it seem like a nightmare is becoming a reality. Today drug user, especially opiod user, are taking there drugs in front of their children. It seems like the drug user are tired of taking their drugs and having people around them disagree with their habits. Its really a shame that parent are doing these drugs in front of their kids.",sadness
282,"The pipeline seems to be interfering with native american tribes and is causing lots of enviornmental damage. I do feel for these individuals, and it's important they get all the help they deserve. Their anscestors were decimated throughout history and there isnt enough reparations to solve the genocide that was caused.",sadness
39,"I bring you sad news today, my friend. A male wolf member of the Huckleberry pack has been slaughtered. How can they do this without consequences? This event happened in Montana. I have heard similar stories in that region of wolves being gunned down, especially from helicopters. It makes my heart feel heavy. I know you will feel the same way. I am strongly considering giving a donation to the Center for Biological Diversity because they are fighting on behalf of wolves to stop this murder. It was so cruel because the male was simply wandering for a mate. He didn't deserve what happened.",sadness
390,"I think it is exciting to learn about new ways to save money in my day to day life. I am thrilled to learn that there is a potentially far more cost effective way for me to live each day, which will put me on my way towards making my dreams come true. I am intrigued by the service and I can’t wait to sink my teeth into something that could be of great service down the road.",joy
53,I wish more people would donate food that's still good instead of throwing it away. There's so many people who gladly take anything to eat and there's people just throwing out perfectly good food. There should be some way to easily take food or even have someone come pick it up and then the food can go to needy starving people.,joy
208,"This ticks me off for two reasons: One, that we've messed up the Australian ecosystem so badly, and two, that people are going to read it and say ""Oh, no, it wasn't climate change at all, so we don't have to do anything to fix it."" Either way, it was man-made problems that did this little guy in. I wish they would blame it thoroughly on climate change, so people would maybe be spurred to do something. Instead, right now they'll say ""Oh, it wasn't *really* climate change,"" and when a more clear-cut extinction happens, they'll point back to this and say ""Well, it's been going on for a long time now, nothing we can do."" Christ.",anger
39,Reading about the sniper shooting the wolf was heartbreaking and anger inducing. I would have been very angry if i was the one tracking the wolf and found out the wolf i had been following had been killed by an irresponsible asshole. Wolves are a majestic animal and i believe the guy that shot the wolf should be brought up on charges,anger
214,"I think issues like basic income, universal healthcare, and right to assisted dying are way more important. My interest in being fit or healthy is the reduction of painful symptoms. When I eat sugar, carbs, and enriched flour foods, my legs hurt, my back hurts, my stomach digestion goes very bad, and I get heartburn. For me, it's not so much about being fat or not, it's about reducing pain.",neutral
263,"Hey.  I'm not sure if you have ever considered getting yourself screened for colon cancer.   From what I have read, the prep for this screening seems quite unpleasant.  Drinking massive amounts of a questionable substance heavy with salt doesn'r seem to be like a good time to me.  I noticed that some items from a company have made it to phase two trials through the FDA.  One is a food bar and the other one is a smoothie.  They are supposed to have some kind of flavors to them like strawberry and lemon.  I guess this should help with the process.",neutral
227,"Let’s hope those are very isolated incidents triggered by people with mental health issues. It might be that there were crazy things like that happening before but we heard less about them. Still, I’ve been reading everywhere that hate crimes or incidents motivated by racism are climbing. And it’s not surprising considering that bigots are being empowered by people in high positions, some in a very high position…",disgust
398,"I just read an article about wind turbines killing birds. I hadn't ever thought about it before, but it makes a lot of sense. It's just curious that in trying to be ""green,"" were actually hurting part of the ecology. Apparently, hundreds of thousands of birds are being killed annually. Worst of all, they are killing Golden Eagles, an endangered species! It's just really sad.",sadness
